ts,src,final,sha256,bytes
2025-11-12T14:40:06,/Users/ruthlessbuddha/EL_LIGARDO_DATA_CORE/02_SHORTS_MEDIA/staged/20251112-142157__copy_0721AB37-2B08-4A3C-A1CA-FB4EA47FF514.mov,/Users/ruthlessbuddha/EL_LIGARDO_DATA_CORE/02_SHORTS_MEDIA/final/20251112-142157__copy_0721AB37-2B08-4A3C-A1CA-FB4EA47FF514.mov,f98ffcfc9e2ac2c8e8155e05f5d3a74527e85d96ac24f11dd56f22c997a51161,19110144
